question,positive_contexts,vistec_answer,answer,law,label
พ่อแม่ขายที่ดินซี่งเป็นกรรมสิทธิ์ของลูกอายุ 16 ปีได้ไหม,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1574\nนิติกรรมใดอันเกี่ยวกับทรัพย์สินของผู้เยาว์ดังต่อไปนี้ ผู้ใช้อำนาจปกครองจะกระทำมิได้ เว้นแต่ศาลจะอนุญาต\n(1) ขาย แลกเปลี่ยน ขายฝาก ให้เช่าซื้อ จำนอง ปลดจำนอง หรือโอนสิทธิจำนอง ซึ่งอสังหาริมทรัพย์หรือสังหาริมทรัพย์ที่อาจจำนองได้\n(2) กระทำให้สุดสิ้นลงทั้งหมดหรือบางส่วน ซึ่งทรัพยสิทธิของผู้เยาว์อันเกี่ยวกับอสังหาริมทรัพย์\n(3) ก่อตั้งภาระจำยอม สิทธิอาศัย สิทธิเหนือพื้นดิน สิทธิเก็บกิน ภาระติดพันในอสังหาริมทรัพย์ หรือทรัพยสิทธิอื่นใดในอสังหาริมทรัพย์\n(4) จำหน่ายไปทั้งหมดหรือบางส่วนซึ่งสิทธิเรียกร้องที่จะให้ได้มาซึ่งทรัพยสิทธิในอสังหาริมทรัพย์ หรือสังหาริมทรัพย์ที่อาจจำนองได้ หรือสิทธิเรียกร้องที่จะให้ทรัพย์สินเช่นว่านั้นของผู้เยาว์ปลอดจากทรัพยสิทธิที่มีอยู่เหนือทรัพย์สินนั้น\n(5) ให้เช่าอสังหาริมทรัพย์เกินสามปี\n(6) ก่อข้อผูกพันใด ๆ ที่มุ่งให้เกิดผลตาม (1) (2) หรือ (3)\n(7) ให้กู้ยืมเงิน\n(8) ให้โดยเสน่หา เว้นแต่จะเอาเงินได้ของผู้เยาว์ให้แทนผู้เยาว์เพื่อการกุศลสาธารณะ เพื่อการสังคม หรือตามหน้าที่ธรรมจรรยา ทั้งนี้ พอสมควรแก่ฐานานุรูปของผู้เยาว์\n(9) รับการให้โดยเสน่หาที่มีเงื่อนไขหรือค่าภาระติดพัน หรือไม่รับการให้โดยเสน่หา\n(10) ประกันโดยประการใด ๆ อันอาจมีผลให้ผู้เยาว์ต้องถูกบังคับชำระหนี้หรือทำนิติกรรมอื่นที่มีผลให้ผู้เยาว์ต้องรับเป็นผู้รับชำระหนี้ของบุคคลอื่นหรือแทนบุคคลอื่น\n(11) นำทรัพย์สินไปแสวงหาผลประโยชน์นอกจากในกรณีที่บัญญัติไว้ในมาตรา 1598/4 (1) (2) หรือ (3)\n(12) ประนีประนอมยอมความ\n(13) มอบข้อพิพาทให้อนุญาโตตุลาการวินิจฉัย', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '1574'}, 'unique_key': 'ป0003-1D-0002-1574'}]",ทำไม่ได้ เว้นแต่ได้รับอนุญาตจากศาลแล้ว เนื่องจากกรณีนี้บุตรอายุ 16 ปีอาจเป็นผู้เยาว์ และบิดามารดาเป็นผู้ใช้อำนาจปกครอง ซึ่งจะต้องขออนุญาตจากศาล ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1574 คำอธิบายขยายความ : ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1574 นิติกรรมใดอันเกี่ยวกับทรัพย์สินของผู้เยาว์ดังต่อไปนี้ ผู้ใช้อำนาจปกครองไม่สามารถทำได้ เว้นแต่ศาลจะอนุญาต (1) ขาย แลกเปลี่ยน ขายฝาก ให้เช่าซื้อ จำนอง ปลดจำนอง หรือโอนสิทธิจำนอง ซึ่งอสังหาริมทรัพย์หรือสังหาริมทรัพย์ที่อาจจำนองได้ อันเข้ากรณีตามคำถามดังกล่าว ซึ่งเป็นการขายอสังหาริมทรัพย์ของผู้เยาว์ (2) กระทำให้สุดสิ้นลงทั้งหมดหรือบางส่วน ซึ่งทรัพยสิทธิของผู้เยาว์อันเกี่ยวกับอสังหาริมทรัพย์ (3) ก่อตั้งภาระจำยอม สิทธิอาศัย สิทธิเหนือพื้นดิน สิทธิเก็บกิน ภาระติดพันในอสังหาริมทรัพย์ หรือทรัพยสิทธิอื่นใดในอสังหาริมทรัพย์ (4) จำหน่ายไปทั้งหมดหรือบางส่วนซึ่งสิทธิเรียกร้องที่จะให้ได้มาซึ่งทรัพยสิทธิในอสังหาริมทรัพย์ หรือสังหาริมทรัพย์ที่อาจจำนองได้ หรือสิทธิเรียกร้องที่จะให้ทรัพย์สินเช่นว่านั้นของผู้เยาว์ปลอดจากทรัพยสิทธิที่มีอยู่เหนือทรัพย์สินนั้น (5) ให้เช่าอสังหาริมทรัพย์เกินสามปี (6) ก่อข้อผูกพันใด ๆ ที่มุ่งให้เกิดผลตาม (1) (2) หรือ (3) (7) ให้กู้ยืมเงิน (8) ให้โดยเสน่หา เว้นแต่จะเอาเงินได้ของผู้เยาว์ให้แทนผู้เยาว์เพื่อการกุศลสาธารณะ เพื่อการสังคม หรือตามหน้าที่ธรรมจรรยา ทั้งนี้ พอสมควรแก่ฐานานุรูปของผู้เยาว์ (9) รับการให้โดยเสน่หาที่มีเงื่อนไขหรือค่าภาระติดพัน หรือไม่รับการให้โดยเสน่หา (10) ประกันโดยประการใด ๆ อันอาจมีผลให้ผู้เยาว์ต้องถูกบังคับชำระหนี้หรือทำนิติกรรมอื่นที่มีผลให้ผู้เยาว์ต้องรับเป็นผู้รับชำระหนี้ของบุคคลอื่นหรือแทนบุคคลอื่น (11) นำทรัพย์สินไปแสวงหาผลประโยชน์นอกจากในกรณีที่บัญญัติไว้ในมาตรา 1598/4 (1) (2) หรือ (3) (12) ประนีประนอมยอมความ (13) มอบข้อพิพาทให้อนุญาโตตุลาการวินิจฉัย,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
ลูกหนี้สามารถรับช่วงสิทธิจากเจ้าหนี้ได้เมื่อใด,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 227\nเมื่อเจ้าหนี้ได้รับค่าสินไหมทดแทนความเสียหายเต็มตามราคาทรัพย์หรือสิทธิซึ่งเป็นวัตถุแห่งหนี้นั้นแล้ว ท่านว่าลูกหนี้ย่อมเข้าสู่ฐานะเป็นผู้รับช่วงสิทธิของเจ้าหนี้อันเกี่ยวกับทรัพย์หรือสิทธินั้น ๆ ด้วยอำนาจกฎหมาย', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '227'}, 'unique_key': 'ป0003-1D-0002-227'}]",เมื่อได้ใช้ค่าสินไหมทดแทนความเสียหายครบแล้วตามราคาทรัพย์หรือตามสิทธินั้นแก่เจ้าหนี้ เพื่อความเสียหายที่เกิดกับทรัพย์หรือสิทธินั้นแล้ว ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 227 เมื่อเจ้าหนี้ได้รับค่าสินไหมทดแทนความเสียหายครบถ้วนตามราคาทรัพย์หรือตามสิทธินั้นจากลูกหนี้แล้ว ให้ลูกหนี้นั้นเป็นผู้รับช่วงสิทธิของเจ้าหนี้ได้,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
ทรัพย์สินระหว่างสามีภริยาเป็นสินสมรสหรือไม่,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1470\nทรัพย์สินระหว่างสามีภริยา นอกจากที่ได้แยกไว้เป็นสินส่วนตัวย่อมเป็นสินสมรส', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '1470'}, 'unique_key': 'ป0003-1D-0002-1470'}]",ทรัพย์สินระหว่างสามีภริยา นอกจากที่ได้แยกไว้เป็นสินส่วนตัวย่อมเป็นสินสมรส ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1470,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
ผู้เป็นหุ้นส่วนที่ยังอยู่รับซื้อหุ้นของผู้ที่ออกจากหุ้นส่วนไป สัญญาหุ้นส่วนยังใช้ได้ต่อไปได้หรือไม่,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1060\nในกรณีอย่างใดอย่างหนึ่งซึ่งกล่าวไว้ในมาตรา 1055 อนุมาตรา 4 หรืออนุมาตรา 5 นั้น ถ้าผู้เป็นหุ้นส่วนที่ยังอยู่รับซื้อหุ้นของผู้ที่ออกจากหุ้นส่วนไปไซร้ ท่านว่าสัญญาหุ้นส่วนนั้นก็ยังคงใช้ได้ต่อไปในระหว่างผู้เป็นหุ้นส่วนที่ยังอยู่ด้วยกัน', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '1060'}, 'unique_key': 'ป0003-1D-0002-1060'}]",สัญญาหุ้นส่วนยังคงใช้ได้ต่อไปในระหว่างผู้เป็นหุ้นส่วนที่ยังอยู่ด้วยกัน ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1060 ในกรณีอย่างใดอย่างหนึ่งซึ่งกล่าวไว้ในมาตรา 1055 อนุมาตรา 4 หรืออนุมาตรา 5 นั้น ถ้าผู้เป็นหุ้นส่วนที่ยังอยู่รับซื้อหุ้นของผู้ที่ออกจากหุ้นส่วนไป สัญญาหุ้นส่วนนั้นก็ยังคงใช้ได้ต่อไปในระหว่างผู้เป็นหุ้นส่วนที่ยังอยู่ด้วยกัน,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
การเเสดงเจตนาตัดมิให้รับมรดกจะถอนได้หรือไม่ ,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1609\nการแสดงเจตนาตัดมิให้รับมรดกนั้นจะถอนเสียก็ได้\nถ้าการตัดมิให้รับมรดกนั้นได้ทำโดยพินัยกรรม จะถอนเสียได้ก็แต่โดยพินัยกรรมเท่านั้น แต่ถ้าการตัดมิให้รับมรดกได้ทำเป็นหนังสือมอบไว้แก่พนักงานเจ้าหน้าที่ การถอนจะทำตามแบบใดแบบหนึ่งดังบัญญัติไว้ในมาตรา 1608 (1) หรือ (2) ก็ได้', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '1609'}, 'unique_key': 'ป0003-1D-0002-1609'}]",ได้ ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1609 การแสดงเจตนาตัดมิให้รับมรดกนั้นจะถอนเสียก็ได้ ถ้าการตัดมิให้รับมรดกนั้นได้ทำโดยพินัยกรรม จะถอนเสียได้ก็แต่โดยพินัยกรรมเท่านั้น แต่ถ้าการตัดมิให้รับมรดกได้ทำเป็นหนังสือมอบไว้แก่พนักงานเจ้าหน้าที่ การถอนจะทำตามแบบใดแบบหนึ่งดังบัญญัติไว้ในมาตรา 1608 (1) หรือ (2) ก็ได้,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
"ในกรณีใดที่การเช่าซื้อทรัพย์สินเป็นจำนวนเงิน 5,500 บาท ให้คำนวณค่าอากรแสตมป์อย่างไร และบุคคลใดเป็นผู้ที่ต้องเสียอากรและขีดฆ่าแสตมป์","[{'context': 'ประมวลรัษฎากร บัญชีอัตราอากรแสตมป์\nลักษณะแห่งตราสาร: 3. เช่าซื้อทรัพย์สิน\nทุกจำนวนเงิน 1,000 บาทหรือเศษของ 1,000 บาทแห่งราคาทั้งหมด\nยกเว้นไม่ต้องเสียอากร\nเช่าซื้อทรัพย์สินใช้ในการทำนา ไร่ สวน\nค่าอากรแสตมป์: 1 บาท\nผู้ที่ต้องเสียอากร: ผู้ให้เช่า\nผู้ที่ต้องขีดฆ่าแสตมป์: ผู้เช่า', 'metadata': {'law_code': 'ป0008-1D-0001', 'law_title': 'ประมวลรัษฎากร', 'section': 'ลักษณะแห่งตราสาร 3'}, 'unique_key': 'ป0008-1D-0001-s3'}]","ผู้ให้เช่าเป็นบุคคลที่ต้องชำระค่าอากร 6 บาท ในขณะที่ผู้เช่าเป็นผู้ที่ต้องขีดฆ่าแสตมป์อากร คำอธิบาย ประมวลรัษฎากร บัญชีอัตราอากรแสตมป์ ลักษณะแห่งตราสาร 3: เช่าซื้อทรัพย์สิน ทุกจำนวนเงิน 1,000 บาทหรือเศษของ 1,000 บาทแห่งราคาทั้งหมด ค่าอากรแสตมป์: 1 บาท ผู้ที่ต้องเสียอากร: ผู้ให้เช่า ผู้ที่ต้องขีดฆ่าแสตมป์: ผู้เช่า",มีประมวลกฎหมายที่รองรับในระบบ,ประมวลรัษฎากร,1
การส่งมอบทรัพย์สินทำได้อย่างไร,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 462\nการส่งมอบนั้นจะทำอย่างหนึ่งอย่างใดก็ได้สุดแต่ว่าเป็นผลให้ทรัพย์สินนั้นไปอยู่ในเงื้อมมือของผู้ซื้อ', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '462'}, 'unique_key': 'ป0003-1D-0002-462'}]",การส่งมอบนั้นจะทำอย่างหนึ่งอย่างใดก็ได้แต่ว่าเป็นผลให้ทรัพย์สินนั้นไปอยู่ในเงื้อมมือของผู้ซื้อ ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 462,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
การจะเป็นหุ้นส่วนจำเป็นต้องลงทุนหรือไม่,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1026\nผู้เป็นหุ้นส่วนทุกคนต้องมีสิ่งหนึ่งสิ่งใดมาลงหุ้นด้วยในห้างหุ้นส่วน\nสิ่งที่นำมาลงด้วยนั้น จะเป็นเงินหรือทรัพย์สินสิ่งอื่น หรือลงแรงงานก็ได้', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '1026'}, 'unique_key': 'ป0003-1D-0002-1026'}]",ต้องลงทุนจึงจะเป็นหุ้นส่วนได้ โดยสามารถลงทุนได้ด้วย เงิน ทรัพย์สินอื่น แรงงาน,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
กรณีที่ผู้ประกอบการได้แจ้งต่ออธิบดีเพื่อเสียภาษีมูลค่าเพิ่ม ต้องยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในกี่วันหลังจากวันที่แจ้งต่ออธิบดี,"[{'context': 'ประมวลรัษฎากร มาตรา 85/1 ผู้ประกอบการซึ่งประกอบกิจการขายสินค้าหรือให้บริการ ต้องยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในกำหนดเวลาดังต่อไปนี้\n(1) สำหรับผู้ประกอบการซึ่งประกอบกิจการขายสินค้าหรือให้บริการและมีมูลค่าของฐานภาษีในการประกอบกิจการเกินมูลค่าของฐานภาษีของกิจการขนาดย่อมตามที่กำหนดโดยพระราชกฤษฎีกาที่ออกตามมาตรา 81/1 ให้ยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในสามสิบวันนับแต่\n(ก) วันที่มูลค่าของฐานภาษีในการประกอบกิจการเกินมูลค่าของฐานภาษีของกิจการขนาดย่อม สำหรับกรณีที่มีพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมไว้แล้ว หรือ\n(ข) วันที่พระราชกฤษฎีกาใช้บังคับ สำหรับกรณีที่มีการตราพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมขึ้นใหม่ หรือมีการแก้ไขเพิ่มเติมพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมน้อยกว่าที่กำหนดไว้ก่อน\n(2) สำหรับผู้ประกอบการที่ได้แจ้งต่ออธิบดีเพื่อเสียภาษีมูลค่าเพิ่ม ตามมาตรา 81/3 ให้ยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในสามสิบวันนับแต่วันที่ได้แจ้งต่ออธิบดี\nให้นำมาตรา 85 วรรคสอง วรรคสาม และวรรคสี่ มาใช้บังคับ', 'metadata': {'law_code': 'ป0008-1D-0001', 'law_title': 'ประมวลรัษฎากร', 'section': '85/1'}, 'unique_key': 'ป0008-1D-0001-85/1'}]",ผู้ประกอบการต้องยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในสามสิบวันนับแต่วันที่ได้แจ้งต่ออธิบดี คำอธิบาย : ประมวลรัษฎากร มาตรา 85/1 ผู้ประกอบการซึ่งประกอบกิจการขายสินค้าหรือให้บริการ ต้องยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในกำหนดเวลาดังต่อไปนี้ (1) สำหรับผู้ประกอบการซึ่งประกอบกิจการขายสินค้าหรือให้บริการและมีมูลค่าของฐานภาษีในการประกอบกิจการเกินมูลค่าของฐานภาษีของกิจการขนาดย่อมตามที่กำหนดโดยพระราชกฤษฎีกาที่ออกตามมาตรา 81/1 ให้ยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในสามสิบวันนับแต่ (ก) วันที่มูลค่าของฐานภาษีในการประกอบกิจการเกินมูลค่าของฐานภาษีของกิจการขนาดย่อม สำหรับกรณีที่มีพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมไว้แล้ว หรือ (ข) วันที่พระราชกฤษฎีกาใช้บังคับ สำหรับกรณีที่มีการตราพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมขึ้นใหม่ หรือมีการแก้ไขเพิ่มเติมพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมน้อยกว่าที่กำหนดไว้ก่อน (2) สำหรับผู้ประกอบการที่ได้แจ้งต่ออธิบดีเพื่อเสียภาษีมูลค่าเพิ่ม ตามมาตรา 81/3 ให้ยื่นคำขอจดทะเบียนภาษีมูลค่าเพิ่มภายในสามสิบวันนับแต่วันที่ได้แจ้งต่ออธิบดี ให้นำมาตรา 85 วรรคสอง วรรคสาม และวรรคสี่ มาใช้บังคับ,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลรัษฎากร,1
กรณีลูกหนี้รับสภาพความผิดโดยมีหลักฐานเป็นหนังสือหรือให้ประกันมีอายุความสิทธิเรียกร้องเท่าใด,"[{'context': 'ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 193/35\nภายใต้บังคับมาตรา 193/27 สิทธิเรียกร้องที่เกิดขึ้นจากการที่ลูกหนี้รับสภาพความรับผิดโดยมีหลักฐานเป็นหนังสือหรือโดยการให้ประกันตามมาตรา 193/28 วรรคสอง ให้มีกำหนดอายุความสองปีนับแต่วันที่ได้รับสภาพความรับผิดหรือให้ประกัน', 'metadata': {'law_code': 'ป0003-1D-0002', 'law_title': 'ประมวลกฎหมายแพ่งและพาณิชย์', 'section': '193/35'}, 'unique_key': 'ป0003-1D-0002-193/35'}]",กรณีลูกนี้รับสภาพความผิดโยมีหลักฐานเป็นหนังสือหรือให้ประกันมีอายุความสิทธิเรียกร้องตามมาตรา 193/28 วรรคสอง คือ 2 ปี นับแต่วันที่ได้รับสารภาพความรับผิดหรือให้รปะกัน ประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 193/35 มาตรา 193/35 ต้องอยู่ใต้บังคับ(ต้องทำตาม) มาตรา 193/27 ก่อน,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลกฎหมายแพ่งและพาณิชย์,1
กรณีที่มีการเพิ่มมูลค่าของกิจการขนาดย่อม ซึ่งมีผลให้มูลค่าของฐานภาษีของกิจการดังกล่าวต่ำกว่ามูลค่าภาษีของกิจการขนาดย่อมที่กำหนดขึ้นใหม่ การจดทะเบียนของผู้ประกอบการนั้นจะมีผลเป็นอย่างไร,"[{'context': 'ประมวลรัษฎากร มาตรา 85/11 กิจการใดที่ผู้ประกอบการได้จดทะเบียนภาษีมูลค่าเพิ่มไว้แล้ว และมีมูลค่าของฐานภาษีสูงกว่ามูลค่าของฐานภาษีของกิจการขนาดย่อมตามที่ได้กำหนดไว้ในพระราชกฤษฎีกาที่ออกตามมาตรา 81/1 แต่ต่อมาได้มีการแก้ไขเพิ่มเติมพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมสูงกว่าที่กำหนดไว้ก่อน ซึ่งมีผลทำให้มูลค่าของฐานภาษีของกิจการดังกล่าวต่ำกว่ามูลค่าของฐานภาษีของกิจการขนาดย่อมที่กำหนดขึ้นใหม่ ให้การจดทะเบียนของผู้ประกอบการนั้นยังคงมีผลต่อไปเว้นแต่ผู้ประกอบการจดทะเบียนจะได้ใช้สิทธิตามมาตรา 85/10 (2) และ (4) ขอให้อธิบดีสั่งถอนการจดทะเบียนภาษีมูลค่าเพิ่ม', 'metadata': {'law_code': 'ป0008-1D-0001', 'law_title': 'ประมวลรัษฎากร', 'section': '85/11'}, 'unique_key': 'ป0008-1D-0001-85/11'}]",มีผลต่อไป เว้นแต่ผู้ประกอบการจดเทียนจะขอให้อธิบดีสั่งถอนการจดทะเบียนภาษีมูลค่าเพิ่ม คำอธิบายขยายความ : มาตรา 85/11 แห่งประมวลรัษฎากร กิจการใดที่ผู้ประกอบการได้จดทะเบียนภาษีมูลค่าเพิ่มไว้แล้ว และมีมูลค่าของฐานภาษีสูงกว่ามูลค่าของฐานภาษีของกิจการขนาดย่อมตามที่ได้กำหนดไว้ในพระราชกฤษฎีกาที่ออกตามมาตรา 81/1 แต่ต่อมาได้มีการแก้ไขเพิ่มเติมพระราชกฤษฎีกากำหนดมูลค่าของฐานภาษีของกิจการขนาดย่อมสูงกว่าที่กำหนดไว้ก่อน ซึ่งมีผลทำให้มูลค่าของฐานภาษีของกิจการดังกล่าวต่ำกว่ามูลค่าของฐานภาษีของกิจการขนาดย่อมที่กำหนดขึ้นใหม่ ให้การจดทะเบียนของผู้ประกอบการนั้นยังคงมีผลต่อไปเว้นแต่ผู้ประกอบการจดทะเบียนจะได้ใช้สิทธิตามมาตรา 85/10 (2) และ (4) ขอให้อธิบดีสั่งถอนการจดทะเบียนภาษีมูลค่าเพิ่ม,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลรัษฎากร,1
การคำนวณเบี้ยปรับที่ไม่ได้ชำระภาษีหรือนำส่งภาษีให้ครบถ้วนภายในกำหนดเวลาเริ่มรับตั้งแต่เมื่อใด,"[{'context': 'ประมวลรัษฎากร มาตรา 89/1 บุคคลใดไม่ชำระภาษีหรือนำส่งภาษีให้ครบถ้วนภายในกำหนดเวลาตามบทบัญญัติในหมวดนี้ ให้เสียเงินเพิ่มอีกร้อยละ 1.5 ต่อเดือน หรือเศษของเดือนของเงินภาษีที่ต้องชำระหรือนำส่งโดยไม่รวมเบี้ยปรับ\nในกรณีที่อธิบดีอนุมัติให้ขยายเวลาเสียภาษีตามที่กำหนดในมาตรา 3 อัฎฐและได้มีการชำระภาษีหรือนำส่งภาษีภายในกำหนดเวลาที่ขยายให้นั้น เงินเพิ่มตามวรรคหนึ่งให้ลดลงเหลือร้อยละ 0.75 ต่อเดือนหรือเศษของเดือน\nการคำนวณเงินเพิ่มตามวรรคหนึ่งและวรรคสอง ให้เริ่มนับเมื่อพ้นกำหนดเวลายื่นแบบแสดงรายการภาษีหรือยื่นแบบนำส่งภาษีตามส่วน 7 จนถึงวันชำระภาษีหรือนำส่งภาษี แต่เงินเพิ่มที่คำนวณได้มิให้เกินจำนวนภาษีที่ต้องชำระหรือนำส่ง', 'metadata': {'law_code': 'ป0008-1D-0001', 'law_title': 'ประมวลรัษฎากร', 'section': '89/1'}, 'unique_key': 'ป0008-1D-0001-89/1'}]",เริ่มนับเมื่อพ้นกำหนดเวลายื่นแบบแสดงรายการภาษีหรือยื่นแบบนำส่งภาษีตามส่วน 7 จนถึงวันชำระภาษีหรือนำส่งภาษี แต่เงินเพิ่มที่คำนวณได้มิให้เกินจำนวนภาษีที่ต้องชำระหรือนำส่ง คำอธิบาย ประมวลรัษฎากร มาตรา 89/1 บุคคลใดไม่ชำระภาษีหรือนำส่งภาษีให้ครบถ้วนภายในกำหนดเวลาตามบทบัญญัติในหมวดนี้ ให้เสียเงินเพิ่มอีกร้อยละ 1.5 ต่อเดือน หรือเศษของเดือนของเงินภาษีที่ต้องชำระหรือนำส่งโดยไม่รวมเบี้ยปรับ ในกรณีที่อธิบดีอนุมัติให้ขยายเวลาเสียภาษีตามที่กำหนดในมาตรา 3 อัฎฐและได้มีการชำระภาษีหรือนำส่งภาษีภายในกำหนดเวลาที่ขยายให้นั้น เงินเพิ่มตามวรรคหนึ่งให้ลดลงเหลือร้อยละ 0.75 ต่อเดือนหรือเศษของเดือน การคำนวณเงินเพิ่มตามวรรคหนึ่งและวรรคสอง ให้เริ่มนับเมื่อพ้นกำหนดเวลายื่นแบบแสดงรายการภาษีหรือยื่นแบบนำส่งภาษีตามส่วน 7 จนถึงวันชำระภาษีหรือนำส่งภาษี แต่เงินเพิ่มที่คำนวณได้มิให้เกินจำนวนภาษีที่ต้องชำระหรือนำส่ง,มีประมวลกฎหมายที่รองรับในระบบ,ประมวลรัษฎากร,1
