knowledges,law,source,question,answer,label
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 1 (บททั่วไป) - ลักษณะ 5 (พยานหลักฐาน) - หมวด 1 (หลักทั่วไป)

มาตรา 88   เมื่อคู่ความฝ่ายใดมีความจำนงที่จะอ้างอิงเอกสารฉบับใดหรือคำเบิกความของพยานคนใด หรือมีความจำนงที่จะให้ศาลตรวจบุคคล วัตถุ สถานที่ หรืออ้างอิงความเห็นของผู้เชี่ยวชาญที่ศาลตั้งหรือความเห็นของผู้มีความรู้เชี่ยวชาญ เพื่อเป็นพยานหลักฐานสนับสนุนข้ออ้างหรือข้อเถียงของตน ให้คู่ความฝ่ายนั้นยื่นบัญชีระบุพยานต่อศาลก่อนวันสืบพยานไม่น้อยกว่าเจ็ดวัน โดยแสดงเอกสารหรือสภาพของเอกสารที่จะอ้าง และรายชื่อ ที่อยู่ของบุคคล ผู้มีความรู้เชี่ยวชาญ วัตถุ หรือสถานที่ซึ่งคู่ความฝ่ายนั้นระบุอ้างเป็นพยานหลักฐาน หรือขอให้ศาลไปตรวจ หรือขอให้ตั้งผู้เชี่ยวชาญ แล้วแต่กรณี พร้อมทั้งสำเนาบัญชีระบุพยานดังกล่าวในจำนวนที่เพียงพอ เพื่อให้คู่ความฝ่ายอื่นมารับไปจากเจ้าพนักงานศาล 
ถ้าคู่ความฝ่ายใดมีความจำนงจะยื่นบัญชีระบุพยานเพิ่มเติม ให้ยื่นคำแถลงขอระบุพยานเพิ่มเติมต่อศาลพร้อมกับบัญชีระบุพยานเพิ่มเติมและสำเนาบัญชีระบุพยานเพิ่มเติมดังกล่าวได้ภายในสิบห้าวันนับแต่วันสืบพยาน
เมื่อระยะเวลาที่กำหนดให้ยื่นบัญชีพยานตามวรรคหนึ่งหรือวรรคสอง แล้วแต่กรณี ได้สิ้นสุดลงแล้ว ถ้าคู่ความฝ่ายใดซึ่งได้ยื่นบัญชีระบุพยานไว้แล้ว มีเหตุอันสมควรแสดงได้ว่า ตนไม่สามารถทราบได้ว่าต้องนำพยานหลักฐานบางอย่างมาสืบเพื่อประโยชน์ของตน หรือไม่ทราบว่าพยานหลักฐานบางอย่างได้มีอยู่ หรือมีเหตุอันสมควรอื่นใด หรือถ้าคู่ความฝ่ายใดซึ่งมิได้ยื่นบัญชีระบุพยานแสดงให้เป็นที่พอใจแก่ศาลได้ว่า มีเหตุอันสมควรที่ไม่สามารถยื่นบัญชีระบุพยานตามกำหนดเวลาดังกล่าวได้ คู่ความฝ่ายนั้นอาจยื่นคำร้องขออนุญาตอ้างพยานหลักฐานเช่นว่านั้นต่อศาลพร้อมกับบัญชีระบุพยานและสำเนาบัญชีระบุพยานดังกล่าวไม่ว่าเวลาใด ๆ ก่อนพิพากษาคดี และถ้าศาลเห็นว่า เพื่อให้การวินิจฉัยชี้ขาดข้อสำคัญแห่งประเด็นเป็นไปโดยเที่ยงธรรม จำเป็นจะต้องสืบพยานหลักฐานเช่นว่านั้น ก็ให้ศาลอนุญาตตามคำร้อง",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ5_หมวด1.txt,หากคู่ความต้องการยื่นบัญชีระบุพยานเพิ่มเติมต้องทำอย่างไร?,คู่ความต้องยื่นคำแถลงขอระบุพยานเพิ่มเติมต่อศาลพร้อมกับบัญชีระบุพยานเพิ่มเติมและสำเนาบัญชีระบุพยานเพิ่มเติมภายในสิบห้าวันนับแต่วันสืบพยาน,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 3 (อุทธรณ์และฎีกา) - ลักษณะ 2 (ฎีกา)

มาตรา 251   ในคดีที่ได้รับอนุญาตให้ฎีกาที่มีแต่เฉพาะปัญหาข้อกฎหมาย หากศาลฎีกาเห็นว่าคำพิพากษาหรือคำสั่งของศาลอุทธรณ์ไม่ถูกต้องไม่ว่าทั้งหมดหรือบางส่วน ศาลฎีกาจะมีคำวินิจฉัยในปัญหาข้อกฎหมายนั้นและยกคำพิพากษาหรือคำสั่งของศาลอุทธรณ์หรือศาลชั้นต้น แล้วมีคำสั่งให้ศาลอุทธรณ์หรือศาลชั้นต้น แล้วแต่กรณี ทำคำพิพากษาหรือคำสั่งใหม่ภายใต้กรอบคำวินิจฉัยของศาลฎีกาก็ได้",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค3_ลักษณะ2.txt,ในกรณีที่ศาลฎีกาเห็นว่าคำพิพากษาของศาลอุทธรณ์ไม่ถูกต้อง ศาลฎีกามีอำนาจทำอย่างไรบ้าง?,ศาลฎีกามีอำนาจที่จะวินิจฉัยปัญหาข้อกฎหมายและยกคำพิพากษาหรือคำสั่งของศาลอุทธรณ์หรือศาลชั้นต้น แล้วสั่งให้ศาลอุทธรณ์หรือศาลชั้นต้นทำคำพิพากษาหรือคำสั่งใหม่ภายใต้กรอบคำวินิจฉัยของศาลฎีกา,1
"ประมวลกฎหมายแพ่งและพาณิชย์ - บรรพ 1 (หลักทั่วไป) - ลักษณะ 6 (อายุความ)

มาตรา 169  อันอายุความนั้น ท่านให้นับเริ่มแต่ขณะที่จะอาจบังคับสิทธิเรียกร้องได้เป็นต้นไป ถ้าเป็นสิทธิเรียกร้องเพื่อให้งดเว้นการอย่างใดอย่างหนึ่ง ท่านให้นับอายุความเริ่มแต่เวลาแรกที่ละเมิดสิทธินั้นเป็นต้นไป",ประมวลกฎหมายแพ่งและพาณิชย์,ประมวลกฎหมายแพ่งและพาณิชย์/ประมวลกฎหมายแพ่งและพาณิชย์_บรรพ1_ลักษณะ6.txt,การนับอายุความในกรณีทั่วไปเริ่มต้นเมื่อใด,การนับอายุความเริ่มต้นเมื่อสามารถบังคับสิทธิเรียกร้องได้,1
"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว (ฉบับที่ 6) พ.ศ. 2565 - หมวด 13 (การพิจารณาพิพากษาคดีครอบครัว)

มาตรา 150  ผู้ประนีประนอมคดีครอบครัวต้องปฏิบัติหน้าที่ด้วยความสุจริตเที่ยงธรรมและรักษาความลับที่ตนล่วงรู้จากการปฏิบัติหน้าที่โดยเคร่งครัดตามคำแนะนำที่ประธานศาลฎีกากำหนด
ผู้ประนีประนอมคดีครอบครัวให้ได้รับค่าป่วยการตามระเบียบที่คณะกรรมการบริหารศาลยุติธรรมกำหนด โดยความเห็นชอบจากกระทรวงการคลัง",พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว,พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว/พระราชบัญญัติศาลเยาวชนและครอบครัว_หมวด13.txt,ผู้ประนีประนอมคดีครอบครัวต้องปฏิบัติหน้าที่อย่างไร?,ผู้ประนีประนอมคดีครอบครัวต้องปฏิบัติหน้าที่ด้วยความสุจริตเที่ยงธรรมและรักษาความลับที่ตนล่วงรู้จากการปฏิบัติหน้าที่โดยเคร่งครัดตามคำแนะนำที่ประธานศาลฎีกากำหนด,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 1 (บททั่วไป) - ลักษณะ 5 (พยานหลักฐาน) - หมวด 3 (การนำพยานเอกสารมาสืบ)

มาตรา 126  ภายใต้บังคับแห่งบทบัญญัติมาตราต่อไปนี้ ถ้าคู่ความที่ถูกอีกฝ่ายหนึ่งอ้างอิงเอกสารมาเป็นพยานหลักฐานยันแก่ตน ปฏิเสธความแท้จริงของเอกสารนั้น หรือความถูกต้องแห่งสำเนาเอกสารนั้น และคู่ความฝ่ายที่อ้างยังคงยืนยันความแท้จริงหรือความถูกต้องแห่งสำเนาของเอกสาร ถ้าศาลเห็นสมควร ให้ศาลชี้ขาดข้อโต้เถียงนั้นได้ทันทีในเมื่อเห็นว่าไม่จำเป็นต้องสืบพยานหลักฐานต่อไป หรือมิฉะนั้นให้ชี้ขาดในเมื่อได้สืบพยานตามวิธีต่อไปนี้ทั้งหมดหรือโดยวิธีใดวิธีหนึ่ง คือ
(1) ตรวจสอบบรรดาเอกสารที่มิได้ถูกคัดค้านแล้วจดลงไว้ซึ่งการมีอยู่หรือข้อความแห่งเอกสารที่ถูกคัดค้าน
(2) ซักถามพยานที่ทราบการมีอยู่หรือข้อความแห่งเอกสารที่ถูกคัดค้าน หรือพยานผู้ที่สามารถเบิกความในข้อความแท้จริงแห่งเอกสาร หรือความถูกต้องแห่งสำเนา
(3) ให้ผู้เชี่ยวชาญตรวจสอบเอกสารที่ถูกคัดค้านนั้น
ในระหว่างที่ยังมิได้ชี้ขาดตัดสินคดี ให้ศาลยึดเอกสารที่สงสัยว่าปลอมหรือไม่ถูกต้องไว้ แต่ความข้อนี้ไม่บังคับถึงเอกสารราชการซึ่งทางราชการเรียกคืนไป",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ5_หมวด3.txt,หากคู่ความฝ่ายหนึ่งปฏิเสธความถูกต้องของสำเนาเอกสารที่อ้างอิงมาเป็นพยานหลักฐาน ศาลจะดำเนินการอย่างไร,ศาลสามารถชี้ขาดข้อโต้เถียงนั้นได้ทันทีหากเห็นว่าไม่จำเป็นต้องสืบพยานหลักฐานต่อไป หรืออาจชี้ขาดหลังจากสืบพยานตามวิธีที่กำหนด,1
"ประมวลกฎหมายอาญา - ภาค 2 (ความผิด) - ลักษณะ 12 (ความผิดเกี่ยวกับทรัพย์) - หมวด 5 (ความผิดฐานยักยอก)

มาตรา 356  ความผิดในหมวดนี้เป็นความผิดอันยอมความได้",ประมวลกฎหมายอาญา,ประมวลกฎหมายอาญา/ประมวลกฎหมายอาญา_ภาค2_ลักษณะ12_หมวด5.txt,การยักยอกทรัพย์สินถือเป็นความผิดที่สามารถยอมความได้หรือไม่,การยักยอกทรัพย์สินถือเป็นความผิดที่สามารถยอมความได้ตามมาตรา 356 ของประมวลกฎหมายอาญา,1
"พระราชบัญญัติเงินทดแทน (ฉบับที่ 2) พ.ศ. 2561 - หมวด 3 (กองทุนเงินทดแทน)

มาตรา 29/1  กองทุนต้องวางและรักษาไว้ซึ่งระบบการบัญชีที่เหมาะสมแก่กองทุนตามมาตรฐานการบัญชี มีบัญชีลงรายการรับและจ่ายเงินสินทรัพย์ และหนี้สินที่แสดงฐานะการเงินที่เป็นอยู่ตามความจริงและตามที่ควร พร้อมด้วยข้อความอันเป็นที่มาของรายการนั้น ๆ  ทั้งนี้ ให้มีคณะกรรมการตรวจสอบซึ่งรัฐมนตรีแต่งตั้งเพื่อกำกับดูแลความโปร่งใสได้มาตรฐาน และให้มีการตรวจสอบบัญชีภายในเป็นประจำ
หลักเกณฑ์ วิธีการได้มา องค์ประกอบ และอำนาจหน้าที่ของคณะกรรมการตรวจสอบให้เป็นไปตามระเบียบที่รัฐมนตรีกำหนด โดยคำแนะนำของคณะกรรมการ และให้นำมาตรา 33 มาตรา 34 มาตรา 35 และมาตรา 43 มาใช้บังคับโดยอนุโลม",พระราชบัญญัติเงินทดแทน,พระราชบัญญัติเงินทดแทน/พระราชบัญญัติเงินทดแทน_หมวด3.txt,กองทุนเงินทดแทนต้องมีระบบการบัญชีอย่างไร,กองทุนเงินทดแทนต้องวางและรักษาไว้ซึ่งระบบการบัญชีที่เหมาะสมตามมาตรฐานการบัญชี มีบัญชีลงรายการรับและจ่ายเงินสินทรัพย์ และหนี้สินที่แสดงฐานะการเงินที่เป็นอยู่ตามความจริงและตามที่ควร,1
"พระราชบัญญัติจราจรทางบก (ฉบับที่ 13) พ.ศ. 2565 - ลักษณะ 8 (การลากรถหรือการจูงรถ)

มาตรา 77  ห้ามมิให้ผู้ใดใช้รถทุกชนิดลากรถหรือจูงรถอื่นไปในทางเกินหนึ่งคัน เว้นแต่จะได้รับอนุญาตจากผู้บัญชาการตำรวจแห่งชาติ
วิธีลากรถหรือจูงรถ และการมีเครื่องหมายเพื่อความปลอดภัยในการลากรถหรือจูงรถให้กำหนดในกฎกระทรวง
[คำว่า “ผู้บัญชาการตำรวจแห่งชาติ” แก้ไขเพิ่มเติมโดยมาตรา 4 แห่งพระราชบัญญัติจราจรทางบก (ฉบับที่ 11) พ.ศ. 2559]",พระราชบัญญัติจราจรทางบก,พระราชบัญญัติจราจรทางบก/พระราชบัญญัติจราจรทางบก_ลักษณะ8.txt,สามารถลากรถหรือจูงรถเกินหนึ่งคันได้หรือไม่,ไม่สามารถลากรถหรือจูงรถเกินหนึ่งคันได้ เว้นแต่จะได้รับอนุญาตจากผู้บัญชาการตำรวจแห่งชาติ,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 1 (บททั่วไป) - ลักษณะ 2 (ศาล) - หมวด 3 (อำนาจและหน้าที่ของศาล)

มาตรา 33  ถ้าคู่ความฝ่ายใดหรือบุคคลใดกระทำความผิดฐานละเมิดอำนาจศาลใด ให้ศาลนั้นมีอำนาจสั่งลงโทษโดยวิธีใดวิธีหนึ่ง หรือทั้งสองวิธีดังจะกล่าวต่อไปนี้ คือ
(ก) ไล่ออกจากบริเวณศาล หรือ
(ข) ให้ลงโทษจำคุก หรือปรับ หรือทั้งจำทั้งปรับ
การไล่ออกจากบริเวณศาลนั้นให้กระทำได้ชั่วระยะเวลาที่ศาลนั่งพิจารณาหรือภายในระยะเวลาใด ๆ ก็ได้ตามที่ศาลเห็นสมควร เมื่อจำเป็นจะเรียกให้ตำรวจช่วยจัดการก็ได้
ในกรณีกำหนดโทษจำคุกและปรับนั้นให้จำคุกได้ไม่เกินหกเดือนหรือปรับไม่เกินห้าร้อยบาท

มาตรา 31   ผู้ใดกระทำการอย่างใด ๆ ดังกล่าวต่อไปนี้ ให้ถือว่ากระทำผิดฐานละเมิดอำนาจศาล
(1) ขัดขืนไม่ปฏิบัติตามข้อกำหนดของศาลตามมาตราก่อนอันว่าด้วยการรักษาความเรียบร้อย หรือประพฤติตนไม่เรียบร้อยในบริเวณศาล
(2)  เมื่อได้มีคำร้องและได้รับอนุญาตจากศาลให้ยกเว้นค่าธรรมเนียมศาลตามมาตรา 156/1 แล้ว ปรากฏว่าได้แสดงข้อเท็จจริงหรือเสนอพยานหลักฐานอันเป็นเท็จต่อศาลในการไต่สวนคำร้องขอยกเว้นค่าธรรมเนียมศาล
(3) เมื่อรู้ว่าจะมีการส่งคำคู่ความหรือส่งเอกสารอื่น ๆ ถึงตน แล้วจงใจไปเสียให้พ้น หรือหาทางหลีกเลี่ยงที่จะไม่รับคำคู่ความหรือเอกสารนั้นโดยสถานอื่น
(4) ตรวจเอกสารทั้งหมด หรือฉบับใดฉบับหนึ่ง ซึ่งอยู่ในสำนวนความ หรือคัดเอาสำเนาเอกสารเหล่านั้นไป โดยฝ่าฝืนต่อบทบัญญัติ มาตรา 54
(5)  ขัดขืนไม่มาศาล เมื่อศาลได้มีคำสั่งตามมาตรา 19 หรือเมื่อมีหมายเรียกลูกหนี้ตามคำพิพากษา หรือบุคคลอื่นตามมาตรา 277",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ2_หมวด3.txt,การกระทำใดบ้างที่ถือว่าละเมิดอำนาจศาลตามมาตรา 31?,การกระทำที่ถือว่าละเมิดอำนาจศาลตามมาตรา 31 ได้แก่ (1) ขัดขืนไม่ปฏิบัติตามข้อกำหนดของศาลหรือประพฤติตนไม่เรียบร้อยในบริเวณศาล (2) แสดงข้อเท็จจริงหรือเสนอพยานหลักฐานอันเป็นเท็จต่อศาลในการไต่สวนคำร้องขอยกเว้นค่าธรรมเนียมศาล (3) จงใจหลีกเลี่ยงการรับคำคู่ความหรือเอกสาร (4) ตรวจหรือคัดสำเนาเอกสารในสำนวนความโดยฝ่าฝืนมาตรา 54 (5) ขัดขืนไม่มาศาลตามคำสั่งหรือหมายเรียก,1
"ประมวลกฎหมายยาเสพติด - ภาค 3 (บทกำหนดโทษ) - ลักษณะ 2 (บทกำหนดโทษเกี่ยวกับการอนุญาตสำหรับยาเสพติดให้โทษและวัตถุออกฤทธิ์)

มาตรา 137  ผู้ใดโฆษณาเกี่ยวกับยาเสพติดให้โทษหรือวัตถุออกฤทธิ์โดยไม่ได้รับอนุญาตตามมาตรา 37 ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสองแสนบาท หรือทั้งจำทั้งปรับ
ถ้าการกระทำตามวรรคหนึ่งเป็นการกระทำของเจ้าของสื่อโฆษณาหรือผู้ประกอบกิจการโฆษณา ผู้กระทำต้องระวางโทษเช่นเดียวกันกับผู้โฆษณา
ผู้กระทำความผิดซึ่งต้องรับโทษตามวรรคหนึ่งหรือวรรคสอง ยังต้องระวางโทษปรับอีกวันละไม่เกินหนึ่งหมื่นบาท ตลอดระยะเวลาที่ยังฝ่าฝืนหรือจนกว่าจะได้ปฏิบัติให้ถูกต้อง",ประมวลกฎหมายยาเสพติด,ประมวลกฎหมายยาเสพติด/ประมวลกฎหมายยาเสพติด_ภาค3_ลักษณะ2.txt,หากเจ้าของสื่อโฆษณาทำการโฆษณายาเสพติดโดยไม่ได้รับอนุญาตจะมีโทษอย่างไร,ผู้กระทำต้องระวางโทษเช่นเดียวกันกับผู้โฆษณา ซึ่งคือจำคุกไม่เกินสองปี หรือปรับไม่เกินสองแสนบาท หรือทั้งจำทั้งปรับ,1
"พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง พ.ศ. 2562 - หมวด 10 (การคัดค้านและการอุทธรณ์การประเมินภาษี)

มาตรา 73  ผู้เสียภาษีผู้ใดได้รับแจ้งการประเมินภาษีตามมาตรา 44 หรือมาตรา 53 หรือการเรียกเก็บภาษีตามมาตรา 61 แล้วเห็นว่า การประเมินภาษีหรือการเรียกเก็บภาษีนั้นไม่ถูกต้อง ให้มีสิทธิคัดค้านและขอให้ผู้บริหารท้องถิ่นพิจารณาทบทวนการประเมินหรือการเรียกเก็บภาษีได้ โดยให้ยื่นคำร้องต่อผู้บริหารท้องถิ่นตามแบบที่รัฐมนตรีว่าการกระทรวงมหาดไทยประกาศกำหนด  ทั้งนี้ ภายในสามสิบวันนับแต่วันที่ได้รับแจ้งการประเมินภาษีหรือการเรียกเก็บภาษี แล้วแต่กรณี
ผู้บริหารท้องถิ่นต้องพิจารณาคำร้องของผู้เสียภาษีตามวรรคหนึ่งให้แล้วเสร็จภายในหกสิบวันนับแต่วันที่ได้รับคำร้องดังกล่าว และแจ้งคำสั่งพร้อมด้วยเหตุผลเป็นหนังสือไปยังผู้เสียภาษีโดยไม่ชักช้า กรณีที่ผู้บริหารท้องถิ่นพิจารณาคำร้องของผู้เสียภาษีไม่แล้วเสร็จภายในระยะเวลาดังกล่าว ให้ถือว่าผู้บริหารท้องถิ่นเห็นชอบกับคำร้องของผู้เสียภาษี
ในกรณีที่ผู้บริหารท้องถิ่นพิจารณาเห็นชอบกับคำร้องของผู้เสียภาษี ให้แจ้งจำนวนภาษีที่จะต้องเสียเป็นหนังสือไปยังผู้เสียภาษี และให้ผู้เสียภาษีมารับชำระภาษีคืนภายในสิบห้าวันนับแต่วันที่ได้รับหนังสือแจ้งดังกล่าว
ในกรณีที่ผู้บริหารท้องถิ่นพิจารณาไม่เห็นชอบกับคำร้องของผู้เสียภาษี ให้ผู้เสียภาษีนั้นมีสิทธิอุทธรณ์ต่อคณะกรรมการพิจารณาอุทธรณ์การประเมินภาษี โดยยื่นอุทธรณ์ต่อผู้บริหารท้องถิ่นภายในสามสิบวันนับแต่วันที่ได้รับหนังสือแจ้ง และให้ผู้บริหารท้องถิ่นส่งคำอุทธรณ์ไปยังคณะกรรมการพิจารณาอุทธรณ์การประเมินภาษีภายในสิบห้าวันนับแต่วันที่ได้รับคำอุทธรณ์ดังกล่าว
การคัดค้านและการอุทธรณ์ไม่เป็นการทุเลาการชำระภาษี เว้นแต่ผู้เสียภาษีจะได้ยื่นคำร้องต่อผู้บริหารท้องถิ่นขอให้ทุเลาการชำระภาษีไว้ก่อน และผู้บริหารท้องถิ่นมีคำสั่งให้ทุเลาการชำระภาษีแล้ว ในกรณีเช่นว่านี้ ให้ผู้บริหารท้องถิ่นมีคำสั่งให้ทุเลาการชำระภาษีเฉพาะส่วนต่างที่เพิ่มขึ้นจากจำนวนภาษีที่ต้องเสียในปีก่อนและจะสั่งให้วางประกันตามที่เห็นสมควรก็ได้
ในกรณีที่ผู้บริหารท้องถิ่นได้สั่งให้ทุเลาการชำระภาษีตามวรรคห้าไว้แล้ว ถ้าต่อมาปรากฏว่าผู้เสียภาษีได้กระทำการใด ๆ เพื่อประวิงการชำระภาษี หรือจะกระทำการโอน ขาย จำหน่าย หรือยักย้ายทรัพย์สินทั้งหมดหรือบางส่วนเพื่อให้พ้นอำนาจการยึดหรืออายัด ผู้บริหารท้องถิ่นมีอำนาจเพิกถอนคำสั่งให้ทุเลาการชำระภาษีนั้นได้",พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง,พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง/พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง_หมวด10.txt,ผู้เสียภาษีสามารถคัดค้านการประเมินภาษีได้ภายในกี่วันหลังจากได้รับแจ้ง?,ผู้เสียภาษีสามารถคัดค้านการประเมินภาษีได้ภายในสามสิบวันนับแต่วันที่ได้รับแจ้งการประเมินภาษีหรือการเรียกเก็บภาษี,1
"พระราชบัญญัติว่าด้วยราคาสินค้าและบริการ พ.ศ. 2542 - หมวด 5 (บทกำหนดโทษ)

มาตรา 35  ผู้ใดขัดขวางการปฏิบัติหน้าที่ของพนักงานเจ้าหน้าที่ตามมาตรา 18 (2) หรือ (3) หรือมาตรา 21 ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ",พระราชบัญญัติว่าด้วยราคาสินค้าและบริการ,พระราชบัญญัติว่าด้วยราคาสินค้าและบริการ/พระราชบัญญัติว่าด้วยราคาสินค้าและบริการ_หมวด5.txt,หากมีผู้ขัดขวางการปฏิบัติหน้าที่ของพนักงานเจ้าหน้าที่ตามมาตรา 18 (2) หรือ (3) หรือมาตรา 21 จะได้รับโทษอย่างไร,ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ,1
"พระราชบัญญัติเครื่องหมายการค้า (ฉบับที่ 3) พ.ศ. 2559 - หมวด 1/1 (การจดทะเบียนเครื่องหมายการค้าภายใต้พิธีสารมาดริด)

มาตรา 79/11   ในกรณีที่ทะเบียนระหว่างประเทศสำหรับเครื่องหมายการค้าใดซึ่งระบุขอรับความคุ้มครองในราชอาณาจักรถูกเพิกถอนโดยสำนักระหว่างประเทศเนื่องจากเหตุตามมาตรา 79/10 เจ้าของเครื่องหมายการค้าที่ทะเบียนระหว่างประเทศถูกเพิกถอนอาจยื่นคำขอจดทะเบียนเครื่องหมายการค้านั้นในราชอาณาจักรสำหรับสินค้าเดียวกันได้  ทั้งนี้ ต้องเป็นการยื่นภายในระยะเวลาและตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่กำหนดในกฎกระทรวง และให้ถือว่าวันที่จดทะเบียนระหว่างประเทศตามมาตรา 79/7 หรือวันที่บันทึกการขอรับความคุ้มครองภายหลังการจดทะเบียนระหว่างประเทศตามมาตรา 79/8 แล้วแต่กรณี เป็นวันที่ยื่นคำขอจดทะเบียนในราชอาณาจักร",พระราชบัญญัติเครื่องหมายการค้า,พระราชบัญญัติเครื่องหมายการค้า/พระราชบัญญัติเครื่องหมายการค้า_หมวด1_1.txt,หากทะเบียนระหว่างประเทศสำหรับเครื่องหมายการค้าถูกเพิกถอน เจ้าของต้องยื่นคำขอจดทะเบียนในราชอาณาจักรภายในระยะเวลาใด,เจ้าของต้องยื่นคำขอจดทะเบียนในราชอาณาจักรภายในระยะเวลาและตามหลักเกณฑ์ที่กำหนดในกฎกระทรวง,1
"พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง พ.ศ. 2562 - หมวด 1 (บททั่วไป)

มาตรา 8  ให้ที่ดินหรือสิ่งปลูกสร้างที่เป็นทรัพย์สินดังต่อไปนี้ได้รับยกเว้นจากการจัดเก็บภาษีตามพระราชบัญญัตินี้
(1) ทรัพย์สินของรัฐหรือของหน่วยงานของรัฐซึ่งใช้ในกิจการของรัฐหรือของหน่วยงานของรัฐหรือในกิจการสาธารณะ  ทั้งนี้ โดยมิได้ใช้หาผลประโยชน์
(2) ทรัพย์สินที่เป็นที่ทำการขององค์การสหประชาชาติ ทบวงการชำนัญพิเศษขององค์การสหประชาชาติหรือองค์การระหว่างประเทศอื่น ซึ่งประเทศไทยมีข้อผูกพันที่ต้องยกเว้นภาษีให้ตามสนธิสัญญาหรือความตกลงอื่นใด
(3) ทรัพย์สินที่เป็นที่ทำการสถานทูตหรือสถานกงสุลของต่างประเทศ  ทั้งนี้ ให้เป็นไปตามหลักถ้อยทีถ้อยปฏิบัติต่อกัน
(4) ทรัพย์สินของสภากาชาดไทย
(5) ทรัพย์สินที่เป็นศาสนสมบัติไม่ว่าของศาสนาใดที่ใช้เฉพาะเพื่อการประกอบศาสนกิจหรือกิจการสาธารณะ หรือทรัพย์สินที่เป็นที่อยู่ของสงฆ์ นักพรต นักบวช หรือบาทหลวง ไม่ว่าในศาสนาใด หรือทรัพย์สินที่เป็นศาลเจ้า  ทั้งนี้ เฉพาะที่มิได้ใช้หาผลประโยชน์
(6) ทรัพย์สินที่ใช้เป็นสุสานสาธารณะหรือฌาปนสถานสาธารณะ โดยมิได้รับประโยชน์ตอบแทน
(7) ทรัพย์สินที่เป็นของมูลนิธิหรือองค์การหรือสถานสาธารณกุศลตามที่รัฐมนตรีว่าการกระทรวงการคลังประกาศกำหนด  ทั้งนี้ เฉพาะที่มิได้ใช้หาผลประโยชน์
(8) ทรัพย์สินของเอกชนเฉพาะส่วนที่ได้ยินยอมให้ทางราชการจัดให้ใช้เพื่อสาธารณประโยชน์  ทั้งนี้ ตามหลักเกณฑ์และเงื่อนไขที่รัฐมนตรีว่าการกระทรวงการคลังประกาศกำหนด
(9) ทรัพย์ส่วนกลางที่มีไว้เพื่อใช้หรือเพื่อประโยชน์ร่วมกันสำหรับเจ้าของร่วมตามกฎหมายว่าด้วยอาคารชุด
(10) ที่ดินอันเป็นสาธารณูปโภคตามกฎหมายว่าด้วยการจัดสรรที่ดิน
(11) ที่ดินอันเป็นพื้นที่สาธารณูปโภคตามกฎหมายว่าด้วยการนิคมอุตสาหกรรมแห่งประเทศไทย
(12) ทรัพย์สินอื่นตามที่กำหนดในกฎกระทรวง",พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง,พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง/พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง_หมวด1.txt,ทรัพย์สินของสภากาชาดไทยได้รับการยกเว้นภาษีตามพระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง พ.ศ. 2562 หรือไม่?,ได้รับการยกเว้นภาษี,1
